Store,DayOfWeek,Date,Sales,Customers,Open,Promo,SchoolHoliday,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,WeekOfYear,DayOfYear,IsWeekend,IsMonthStart,IsMonthEnd,Month_sin,Month_cos,Dow_sin,Dow_cos,CompetitionOpenMonths,CompetitionDistanceBin,Promo2Active,PromoOpenMonths,Promo_DayOfWeek,Promo_Competition,Promo2_Competition,LogSales,StoreType_a,StoreType_b,StoreType_c,StoreType_d,Assortment_a,Assortment_b,Assortment_c,StateHoliday_0,StateHoliday_a,StateHoliday_b,StateHoliday_c
538,5,2015-07-31,4509,567,1,1,1,990.0,2,2010,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,66.86666666666666,1,0,0.0,5,990.0,0.0,8.414052432496725,1,0,0,0,1,0,0,1,0,0,0
539,5,2015-07-31,14009,1271,1,1,0,770.0,5,2013,1,40,2014,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,27.366666666666667,1,1,19.2,5,770.0,770.0,9.547526639331053,1,0,0,0,1,0,0,1,0,0,0
540,5,2015-07-31,8908,517,1,1,0,810.0,0,0,1,48,2012,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,1,1,43.56666666666667,5,810.0,810.0,9.094817280720644,0,0,0,1,0,0,1,1,0,0,0
541,5,2015-07-31,9015,971,1,1,1,650.0,7,1990,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,305.3666666666667,1,0,0.0,5,650.0,0.0,9.106756055719613,1,0,0,0,0,0,1,1,0,0,0
542,5,2015-07-31,6598,568,1,1,0,7280.0,9,2012,1,1,2013,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,35.43333333333333,3,1,31.366666666666667,5,7280.0,7280.0,8.794673401383422,1,0,0,0,1,0,0,1,0,0,0
543,5,2015-07-31,3377,274,1,1,1,1080.0,12,2012,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,32.4,1,0,0.0,5,1080.0,0.0,8.125039097367745,0,0,1,0,1,0,0,1,0,0,0
544,5,2015-07-31,17626,2050,1,1,1,250.0,12,2001,1,13,2010,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,166.33333333333334,0,1,67.9,5,250.0,250.0,9.777187096419954,1,0,0,0,1,0,0,1,0,0,0
545,5,2015-07-31,15112,1191,1,1,1,5020.0,5,2006,1,18,2014,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,112.6,3,0,19.2,5,5020.0,0.0,9.62331057957012,1,0,0,0,0,0,1,1,0,0,0
546,5,2015-07-31,14468,1617,1,1,1,580.0,1,2005,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,128.76666666666668,1,0,0.0,5,580.0,0.0,9.579763708737081,1,0,0,0,1,0,0,1,0,0,0
547,5,2015-07-31,6818,510,1,1,0,8990.0,11,2009,1,35,2010,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,69.93333333333334,3,0,67.9,5,8990.0,0.0,8.827468112520652,0,0,0,1,0,0,1,1,0,0,0
548,5,2015-07-31,5101,381,1,1,1,3760.0,2,2009,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,79.03333333333333,2,0,0.0,5,3760.0,0.0,8.537387898701757,0,0,0,1,0,0,1,1,0,0,0
549,5,2015-07-31,6023,650,1,1,1,2330.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,0,0.0,5,2330.0,0.0,8.703506769479729,1,0,0,0,0,0,1,1,0,0,0
550,5,2015-07-31,6482,491,1,1,1,50.0,6,2015,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,2.0,0,0,0.0,5,50.0,0.0,8.776938645174996,0,0,0,1,0,0,1,1,0,0,0
551,5,2015-07-31,11632,1278,1,1,1,2190.0,9,2013,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,23.266666666666666,2,0,0.0,5,2190.0,0.0,9.361601165816767,1,0,0,0,0,0,1,1,0,0,0
552,5,2015-07-31,8985,784,1,1,1,4260.0,7,2008,1,37,2009,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,86.2,2,1,80.06666666666666,5,4260.0,4260.0,9.103423089630105,1,0,0,0,1,0,0,1,0,0,0
553,5,2015-07-31,9736,785,1,1,1,3040.0,9,2002,1,13,2010,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,157.2,2,1,67.9,5,3040.0,3040.0,9.183688340978756,0,0,1,0,1,0,0,1,0,0,0
554,5,2015-07-31,5927,654,1,1,1,1200.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,1,0,0.0,5,1200.0,0.0,8.687442166975924,0,0,1,0,0,0,1,1,0,0,0
555,5,2015-07-31,5886,504,1,1,0,1560.0,1,2014,1,10,2013,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,19.2,1,0,31.366666666666667,5,1560.0,0.0,8.68050180902826,0,0,0,1,1,0,0,1,0,0,0
556,5,2015-07-31,9036,898,1,1,1,1140.0,11,2014,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,9.066666666666666,1,0,0.0,5,1140.0,0.0,9.109082539901955,0,0,0,1,0,0,1,1,0,0,0
557,5,2015-07-31,5417,752,1,1,1,250.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,0,0,0.0,5,250.0,0.0,8.59748202264504,1,0,0,0,1,0,0,1,0,0,0
558,5,2015-07-31,4376,528,1,1,1,3000.0,2,2010,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,66.86666666666666,2,0,0.0,5,3000.0,0.0,8.384118837190895,1,0,0,0,1,0,0,1,0,0,0
559,5,2015-07-31,9950,1053,1,1,1,3910.0,11,2006,1,5,2013,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,106.46666666666667,2,0,31.366666666666667,5,3910.0,0.0,9.205428327615163,0,0,0,1,1,0,0,1,0,0,0
560,5,2015-07-31,18197,1922,1,1,1,1910.0,7,2013,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,25.333333333333332,1,0,0.0,5,1910.0,0.0,9.809066976916636,0,0,1,0,0,0,1,1,0,0,0
561,5,2015-07-31,9522,807,1,1,1,14300.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,4,0,0.0,5,14300.0,0.0,9.161465204194046,0,0,0,1,1,0,0,1,0,0,0
562,5,2015-07-31,20303,3255,1,1,1,1210.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,1,0,0.0,5,1210.0,0.0,9.918573189954168,0,1,0,0,0,0,1,1,0,0,0
563,5,2015-07-31,5754,672,1,1,1,700.0,3,2015,1,10,2014,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,5.066666666666666,1,1,19.2,5,700.0,700.0,8.657824321155983,1,0,0,0,1,0,0,1,0,0,0
564,5,2015-07-31,5924,540,1,1,1,6540.0,0,0,1,14,2013,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,3,1,31.366666666666667,5,6540.0,6540.0,8.686935966003333,0,0,0,1,0,0,1,1,0,0,0
565,5,2015-07-31,8283,906,1,1,1,160.0,7,2007,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,98.4,0,0,0.0,5,160.0,0.0,9.022081222515475,1,0,0,0,0,0,1,1,0,0,0
566,5,2015-07-31,7202,690,1,1,1,3620.0,0,0,1,40,2013,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,1,31.366666666666667,5,3620.0,3620.0,8.882252884889363,1,0,0,0,1,0,0,1,0,0,0
567,5,2015-07-31,8601,854,1,1,1,1010.0,9,2012,1,18,2011,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,35.43333333333333,1,0,55.733333333333334,5,1010.0,0.0,9.059750013343681,0,0,1,0,1,0,0,1,0,0,0
568,5,2015-07-31,6660,472,1,1,1,4270.0,0,0,1,1,2013,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,1,31.366666666666667,5,4270.0,4270.0,8.804024902413179,0,0,0,1,0,0,1,1,0,0,0
569,5,2015-07-31,4680,620,1,1,1,1340.0,9,2006,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,108.5,1,0,0.0,5,1340.0,0.0,8.45126704130007,1,0,0,0,1,0,0,1,0,0,0
570,5,2015-07-31,6102,804,1,1,1,180.0,11,2006,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,106.46666666666667,0,0,0.0,5,180.0,0.0,8.716535732544495,1,0,0,0,1,0,0,1,0,0,0
571,5,2015-07-31,10677,677,1,1,0,2110.0,11,1995,1,40,2014,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,240.4,2,1,19.2,5,2110.0,2110.0,9.275940829060131,0,0,0,1,1,0,0,1,0,0,0
572,5,2015-07-31,8531,657,1,1,1,9230.0,4,2004,1,37,2009,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,137.93333333333334,3,1,80.06666666666666,5,9230.0,9230.0,9.05157907959124,0,0,0,1,0,0,1,1,0,0,0
573,5,2015-07-31,4806,391,1,1,0,1190.0,11,2012,1,36,2013,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,33.4,1,1,31.366666666666667,5,1190.0,1190.0,8.47782846789396,1,0,0,0,1,0,0,1,0,0,0
574,5,2015-07-31,11592,720,1,1,1,4400.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,0,0.0,5,4400.0,0.0,9.358156746670401,0,0,0,1,1,0,0,1,0,0,0
575,5,2015-07-31,7826,650,1,1,0,960.0,5,2008,1,13,2010,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,88.23333333333333,1,1,67.9,5,960.0,960.0,8.965334573804839,1,0,0,0,1,0,0,1,0,0,0
576,5,2015-07-31,9123,1072,1,1,1,50.0,11,2006,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,106.46666666666667,0,0,0.0,5,50.0,0.0,9.11866358340428,0,0,1,0,1,0,0,1,0,0,0
577,5,2015-07-31,7292,679,1,1,1,2270.0,0,0,1,35,2012,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,0,43.56666666666667,5,2270.0,0.0,8.894670262984233,1,0,0,0,0,0,1,1,0,0,0
578,5,2015-07-31,13399,1225,1,1,1,12700.0,4,2013,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,28.366666666666667,4,0,0.0,5,12700.0,0.0,9.503009985939002,0,0,0,1,1,0,0,1,0,0,0
579,5,2015-07-31,9654,991,1,1,1,20970.0,11,2012,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,33.4,4,0,0.0,5,20970.0,0.0,9.175231194862615,0,0,1,0,1,0,0,1,0,0,0
580,5,2015-07-31,12253,1665,1,1,1,170.0,2,2009,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,79.03333333333333,0,0,0.0,5,170.0,0.0,9.4136076932856,1,0,0,0,0,0,1,1,0,0,0
581,5,2015-07-31,6455,645,1,1,1,7250.0,12,2013,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,20.233333333333334,3,0,0.0,5,7250.0,0.0,8.772765209949785,1,0,0,0,1,0,0,1,0,0,0
582,5,2015-07-31,7463,893,1,1,1,120.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,0,0,0.0,5,120.0,0.0,8.91784674252718,1,0,0,0,1,0,0,1,0,0,0
583,5,2015-07-31,5602,530,1,1,1,2640.0,11,2002,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,155.16666666666666,2,0,0.0,5,2640.0,0.0,8.631057447565285,1,0,0,0,1,0,0,1,0,0,0
584,5,2015-07-31,6487,505,1,1,1,1360.0,0,0,1,35,2010,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,1,0,67.9,5,1360.0,0.0,8.77770959579525,0,0,0,1,1,0,0,1,0,0,0
585,5,2015-07-31,8122,972,1,1,1,440.0,4,2014,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,16.2,0,0,0.0,5,440.0,0.0,9.002454823050954,0,0,0,1,0,0,1,1,0,0,0
586,5,2015-07-31,17879,2501,1,1,1,250.0,10,2008,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,83.13333333333334,0,0,0.0,5,250.0,0.0,9.791438048727505,1,0,0,0,0,0,1,1,0,0,0
587,5,2015-07-31,12025,788,1,1,0,330.0,9,2006,1,14,2011,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,108.5,0,1,55.733333333333334,5,330.0,330.0,9.394826251599515,0,0,0,1,0,0,1,1,0,0,0
588,5,2015-07-31,8256,823,1,1,1,15720.0,3,2010,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,65.93333333333334,4,0,0.0,5,15720.0,0.0,9.01881660441743,0,0,0,1,0,0,1,1,0,0,0
589,5,2015-07-31,8001,681,1,1,1,360.0,0,0,1,18,2013,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,0,0,31.366666666666667,5,360.0,0.0,8.98744678941718,1,0,0,0,0,0,1,1,0,0,0
590,5,2015-07-31,7250,494,1,1,1,4520.0,9,2010,1,31,2013,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,59.8,2,1,31.366666666666667,5,4520.0,4520.0,8.888894669371593,0,0,0,1,0,0,1,1,0,0,0
591,5,2015-07-31,8600,641,1,1,1,3340.0,0,0,1,22,2012,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,0,43.56666666666667,5,3340.0,0.0,9.059633754551479,1,0,0,0,0,0,1,1,0,0,0
592,5,2015-07-31,5226,585,1,1,1,2540.0,6,2005,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,123.73333333333333,2,0,0.0,5,2540.0,0.0,8.561592778712923,1,0,0,0,1,0,0,1,0,0,0
593,5,2015-07-31,11333,1375,1,1,1,33060.0,3,2010,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,65.93333333333334,4,0,0.0,5,33060.0,0.0,9.335562336729565,1,0,0,0,0,0,1,1,0,0,0
594,5,2015-07-31,5288,539,1,1,1,1790.0,10,2011,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,46.63333333333333,1,0,0.0,5,1790.0,0.0,8.57338447106598,1,0,0,0,1,0,0,1,0,0,0
595,5,2015-07-31,18690,1899,1,1,1,1130.0,6,2015,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,2.0,1,0,0.0,5,1130.0,0.0,9.835797403566177,0,0,1,0,0,0,1,1,0,0,0
596,5,2015-07-31,6268,882,1,1,1,290.0,9,2006,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,108.5,0,0,0.0,5,290.0,0.0,8.743372131273969,0,0,1,0,1,0,0,1,0,0,0
597,5,2015-07-31,6990,873,1,1,1,150.0,9,2008,1,1,2012,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,84.13333333333334,0,0,43.56666666666667,5,150.0,0.0,8.852378886511985,1,0,0,0,1,0,0,1,0,0,0
598,5,2015-07-31,6675,763,1,1,0,550.0,12,2013,1,40,2014,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,20.233333333333334,1,1,19.2,5,550.0,550.0,8.806274284781725,0,0,1,0,1,0,0,1,0,0,0
599,5,2015-07-31,11417,960,1,1,1,580.0,11,2014,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,9.066666666666666,1,0,0.0,5,580.0,0.0,9.342946336524204,0,0,0,1,0,0,1,1,0,0,0
600,5,2015-07-31,12377,898,1,1,1,17340.0,6,2010,1,9,2011,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,62.86666666666667,4,0,55.733333333333334,5,17340.0,0.0,9.423675982299306,0,0,0,1,0,0,1,1,0,0,0
601,5,2015-07-31,6153,441,1,1,1,8220.0,4,2014,1,14,2011,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,16.2,3,1,55.733333333333334,5,8220.0,8220.0,8.724857555881988,0,0,0,1,1,0,0,1,0,0,0
602,5,2015-07-31,7701,635,1,1,1,2710.0,7,2001,1,22,2012,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,171.43333333333334,2,0,43.56666666666667,5,2710.0,0.0,8.949235314374855,1,0,0,0,1,0,0,1,0,0,0
603,5,2015-07-31,9432,1161,1,1,1,340.0,4,2007,1,13,2010,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,101.43333333333334,0,1,67.9,5,340.0,340.0,9.151969458649853,1,0,0,0,1,0,0,1,0,0,0
604,5,2015-07-31,8422,614,1,1,0,10950.0,3,2014,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,17.233333333333334,4,0,0.0,5,10950.0,0.0,9.038721338315364,0,0,0,1,1,0,0,1,0,0,0
605,5,2015-07-31,9969,662,1,1,1,10310.0,4,2003,1,37,2009,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,150.13333333333333,4,1,80.06666666666666,5,10310.0,10310.0,9.207335862955883,0,0,0,1,1,0,0,1,0,0,0
606,5,2015-07-31,7187,663,1,1,1,2260.0,11,2007,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,94.3,2,0,0.0,5,2260.0,0.0,8.88016824790345,1,0,0,0,1,0,0,1,0,0,0
607,5,2015-07-31,5555,637,1,1,1,350.0,8,1999,1,14,2011,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,194.76666666666668,0,1,55.733333333333334,5,350.0,350.0,8.622633703874234,1,0,0,0,1,0,0,1,0,0,0
608,5,2015-07-31,12554,1126,1,1,1,18370.0,2,2013,1,14,2011,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,30.333333333333332,4,1,55.733333333333334,5,18370.0,18370.0,9.437874271591685,1,0,0,0,0,0,1,1,0,0,0
609,5,2015-07-31,5896,588,1,1,1,2070.0,9,2007,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,96.33333333333333,2,0,0.0,5,2070.0,0.0,8.682199026000504,1,0,0,0,1,0,0,1,0,0,0
610,5,2015-07-31,4209,523,1,1,1,660.0,1,2007,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,104.43333333333334,1,0,0.0,5,660.0,0.0,8.345217926676428,1,0,0,0,1,0,0,1,0,0,0
611,5,2015-07-31,6686,531,1,1,0,8080.0,12,2002,1,40,2014,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,154.16666666666666,3,1,19.2,5,8080.0,8080.0,8.80792062205398,1,0,0,0,1,0,0,1,0,0,0
612,5,2015-07-31,8161,493,1,1,0,2490.0,11,2012,1,31,2009,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,33.4,2,1,80.06666666666666,5,2490.0,2490.0,9.00724451596575,0,0,0,1,0,0,1,1,0,0,0
613,5,2015-07-31,6778,954,1,1,1,250.0,6,2007,1,14,2011,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,99.4,0,1,55.733333333333334,5,250.0,250.0,8.821584877430965,0,0,1,0,1,0,0,1,0,0,0
614,5,2015-07-31,7698,1069,1,1,1,1160.0,12,2012,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,32.4,1,0,0.0,5,1160.0,0.0,8.94884572927805,1,0,0,0,1,0,0,1,0,0,0
615,5,2015-07-31,10520,1225,1,1,1,730.0,8,2007,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,97.36666666666666,1,0,0.0,5,730.0,0.0,9.261128538808288,0,0,0,1,1,0,0,1,0,0,0
616,5,2015-07-31,11786,957,1,1,1,3040.0,8,2011,1,35,2010,"Mar,Jun,Sept,Dec",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,48.666666666666664,2,0,67.9,5,3040.0,0.0,9.37475250822657,1,0,0,0,0,0,1,1,0,0,0
617,5,2015-07-31,8259,732,1,1,1,8940.0,0,0,1,9,2011,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,3,1,55.733333333333334,5,8940.0,8940.0,9.019179866515024,1,0,0,0,0,0,1,1,0,0,0
618,5,2015-07-31,9397,618,1,1,1,9910.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,3,0,0.0,5,9910.0,0.0,9.14825217966276,0,0,0,1,0,0,1,1,0,0,0
619,5,2015-07-31,7384,614,1,1,0,1600.0,6,2006,1,45,2009,"Feb,May,Aug,Nov",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,111.56666666666666,1,0,80.06666666666666,5,1600.0,0.0,8.90720619496548,1,0,0,0,1,0,0,1,0,0,0
620,5,2015-07-31,12074,937,1,1,0,5440.0,0,0,1,40,2014,"Jan,Apr,Jul,Oct",2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,3,1,19.2,5,5440.0,5440.0,9.398892478520773,0,0,0,1,0,0,1,1,0,0,0
621,5,2015-07-31,7296,870,1,1,1,30.0,7,2002,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,159.26666666666668,0,0,0.0,5,30.0,0.0,8.89521858376562,1,0,0,0,1,0,0,1,0,0,0
622,5,2015-07-31,6306,540,1,1,1,2330.0,0,0,0,0,0,None,2015,7,31,31,212,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,2,0,0.0,5,2330.0,0.0,8.749415406663651,1,0,0,0,0,0,1,1,0,0,0
