Store,BranchName,City,Country,Latitude,Longitude,DisplayName
447,The Hague Prime Store 0447,The Hague,Netherlands,52.103522,4.290418,"The Hague Prime Store 0447 | The Hague, Netherlands"
448,Brussels Mall Store 0448,Brussels,Belgium,50.867109,4.322198,"Brussels Mall Store 0448 | Brussels, Belgium"
449,Antwerp Flagship Store 0449,Antwerp,Belgium,51.198715,4.442134,"Antwerp Flagship Store 0449 | Antwerp, Belgium"
450,Zurich Central Store 0450,Zurich,Switzerland,47.3282,8.500251,"Zurich Central Store 0450 | Zurich, Switzerland"
451,Geneva Downtown Store 0451,Geneva,Switzerland,46.175189,6.095853,"Geneva Downtown Store 0451 | Geneva, Switzerland"
452,Vienna Metro Store 0452,Vienna,Austria,48.176344,16.382104,"Vienna Metro Store 0452 | Vienna, Austria"
453,Salzburg Retail Hub Store 0453,Salzburg,Austria,47.801642,13.094267,"Salzburg Retail Hub Store 0453 | Salzburg, Austria"
454,Warsaw Commercial Store 0454,Warsaw,Poland,52.261444,20.996382,"Warsaw Commercial Store 0454 | Warsaw, Poland"
455,Krakow Prime Store 0455,Krakow,Poland,50.040642,19.932969,"Krakow Prime Store 0455 | Krakow, Poland"
456,Wroclaw Mall Store 0456,Wroclaw,Poland,51.116929,17.015306,"Wroclaw Mall Store 0456 | Wroclaw, Poland"
457,Prague Flagship Store 0457,Prague,Czech Republic,50.087915,14.428741,"Prague Flagship Store 0457 | Prague, Czech Republic"
458,Lisbon Central Store 0458,Lisbon,Portugal,38.727505,-9.145687,"Lisbon Central Store 0458 | Lisbon, Portugal"
459,Porto Downtown Store 0459,Porto,Portugal,41.137347,-8.584255,"Porto Downtown Store 0459 | Porto, Portugal"
460,Stockholm Metro Store 0460,Stockholm,Sweden,59.355661,18.032611,"Stockholm Metro Store 0460 | Stockholm, Sweden"
461,Gothenburg Retail Hub Store 0461,Gothenburg,Sweden,57.745747,11.973343,"Gothenburg Retail Hub Store 0461 | Gothenburg, Sweden"
462,Oslo Commercial Store 0462,Oslo,Norway,59.953355,10.782186,"Oslo Commercial Store 0462 | Oslo, Norway"
463,Copenhagen Prime Store 0463,Copenhagen,Denmark,55.668621,12.520547,"Copenhagen Prime Store 0463 | Copenhagen, Denmark"
464,Helsinki Mall Store 0464,Helsinki,Finland,60.146768,24.942563,"Helsinki Mall Store 0464 | Helsinki, Finland"
465,Dublin Flagship Store 0465,Dublin,Ireland,53.363148,-6.284511,"Dublin Flagship Store 0465 | Dublin, Ireland"
466,Athens Central Store 0466,Athens,Greece,37.947736,23.760993,"Athens Central Store 0466 | Athens, Greece"
467,Budapest Downtown Store 0467,Budapest,Hungary,47.54634,19.042769,"Budapest Downtown Store 0467 | Budapest, Hungary"
468,Bucharest Metro Store 0468,Bucharest,Romania,44.393968,26.079731,"Bucharest Metro Store 0468 | Bucharest, Romania"
469,Zagreb Retail Hub Store 0469,Zagreb,Croatia,45.766839,16.02333,"Zagreb Retail Hub Store 0469 | Zagreb, Croatia"
470,Belgrade Commercial Store 0470,Belgrade,Serbia,44.748375,20.456552,"Belgrade Commercial Store 0470 | Belgrade, Serbia"
471,Berlin Prime Store 0471,Berlin,Germany,52.497406,13.410418,"Berlin Prime Store 0471 | Berlin, Germany"
472,Munich Mall Store 0472,Munich,Germany,48.150242,11.614974,"Munich Mall Store 0472 | Munich, Germany"
473,Hamburg Flagship Store 0473,Hamburg,Germany,53.521742,9.9448,"Hamburg Flagship Store 0473 | Hamburg, Germany"
474,Frankfurt Central Store 0474,Frankfurt,Germany,50.074589,8.722102,"Frankfurt Central Store 0474 | Frankfurt, Germany"
475,Cologne Downtown Store 0475,Cologne,Germany,50.974889,6.970041,"Cologne Downtown Store 0475 | Cologne, Germany"
476,Paris Metro Store 0476,Paris,France,48.866652,2.368704,"Paris Metro Store 0476 | Paris, France"
477,Lyon Retail Hub Store 0477,Lyon,France,45.731537,4.877141,"Lyon Retail Hub Store 0477 | Lyon, France"
478,Marseille Commercial Store 0478,Marseille,France,43.288377,5.358114,"Marseille Commercial Store 0478 | Marseille, France"
479,Lille Prime Store 0479,Lille,France,50.631092,3.011997,"Lille Prime Store 0479 | Lille, France"
480,London Mall Store 0480,London,United Kingdom,51.474028,-0.103997,"London Mall Store 0480 | London, United Kingdom"
481,Manchester Flagship Store 0481,Manchester,United Kingdom,53.43908,-2.232285,"Manchester Flagship Store 0481 | Manchester, United Kingdom"
482,Birmingham Central Store 0482,Birmingham,United Kingdom,52.460735,-1.90147,"Birmingham Central Store 0482 | Birmingham, United Kingdom"
483,Liverpool Downtown Store 0483,Liverpool,United Kingdom,53.387269,-3.006033,"Liverpool Downtown Store 0483 | Liverpool, United Kingdom"
484,Rome Metro Store 0484,Rome,Italy,41.924705,12.476112,"Rome Metro Store 0484 | Rome, Italy"
485,Milan Retail Hub Store 0485,Milan,Italy,45.47084,9.187605,"Milan Retail Hub Store 0485 | Milan, Italy"
486,Naples Commercial Store 0486,Naples,Italy,40.868167,14.311783,"Naples Commercial Store 0486 | Naples, Italy"
487,Turin Prime Store 0487,Turin,Italy,45.093557,7.658394,"Turin Prime Store 0487 | Turin, Italy"
488,Madrid Mall Store 0488,Madrid,Spain,40.369918,-3.727574,"Madrid Mall Store 0488 | Madrid, Spain"
489,Barcelona Flagship Store 0489,Barcelona,Spain,41.394608,2.128543,"Barcelona Flagship Store 0489 | Barcelona, Spain"
490,Valencia Central Store 0490,Valencia,Spain,39.469537,-0.366616,"Valencia Central Store 0490 | Valencia, Spain"
491,Seville Downtown Store 0491,Seville,Spain,37.372524,-5.957409,"Seville Downtown Store 0491 | Seville, Spain"
492,Amsterdam Metro Store 0492,Amsterdam,Netherlands,52.32826,4.861614,"Amsterdam Metro Store 0492 | Amsterdam, Netherlands"
493,Rotterdam Retail Hub Store 0493,Rotterdam,Netherlands,51.947219,4.477249,"Rotterdam Retail Hub Store 0493 | Rotterdam, Netherlands"
494,The Hague Commercial Store 0494,The Hague,Netherlands,52.08934,4.294183,"The Hague Commercial Store 0494 | The Hague, Netherlands"
495,Brussels Prime Store 0495,Brussels,Belgium,50.82494,4.38361,"Brussels Prime Store 0495 | Brussels, Belgium"
496,Antwerp Mall Store 0496,Antwerp,Belgium,51.249342,4.42197,"Antwerp Mall Store 0496 | Antwerp, Belgium"
497,Zurich Flagship Store 0497,Zurich,Switzerland,47.354115,8.550723,"Zurich Flagship Store 0497 | Zurich, Switzerland"
498,Geneva Central Store 0498,Geneva,Switzerland,46.190497,6.102358,"Geneva Central Store 0498 | Geneva, Switzerland"
499,Vienna Downtown Store 0499,Vienna,Austria,48.249931,16.337482,"Vienna Downtown Store 0499 | Vienna, Austria"
500,Salzburg Metro Store 0500,Salzburg,Austria,47.854524,13.049601,"Salzburg Metro Store 0500 | Salzburg, Austria"
501,Warsaw Retail Hub Store 0501,Warsaw,Poland,52.198213,21.01639,"Warsaw Retail Hub Store 0501 | Warsaw, Poland"
502,Krakow Commercial Store 0502,Krakow,Poland,50.101995,19.968222,"Krakow Commercial Store 0502 | Krakow, Poland"
503,Wroclaw Prime Store 0503,Wroclaw,Poland,51.138556,17.054378,"Wroclaw Prime Store 0503 | Wroclaw, Poland"
504,Prague Mall Store 0504,Prague,Czech Republic,50.094728,14.47272,"Prague Mall Store 0504 | Prague, Czech Republic"
505,Lisbon Flagship Store 0505,Lisbon,Portugal,38.697267,-9.140358,"Lisbon Flagship Store 0505 | Lisbon, Portugal"
506,Porto Central Store 0506,Porto,Portugal,41.130021,-8.580333,"Porto Central Store 0506 | Porto, Portugal"
507,Stockholm Downtown Store 0507,Stockholm,Sweden,59.373706,18.022543,"Stockholm Downtown Store 0507 | Stockholm, Sweden"
508,Gothenburg Metro Store 0508,Gothenburg,Sweden,57.729458,12.017125,"Gothenburg Metro Store 0508 | Gothenburg, Sweden"
509,Oslo Retail Hub Store 0509,Oslo,Norway,59.881958,10.758995,"Oslo Retail Hub Store 0509 | Oslo, Norway"
510,Copenhagen Commercial Store 0510,Copenhagen,Denmark,55.717649,12.521695,"Copenhagen Commercial Store 0510 | Copenhagen, Denmark"
511,Helsinki Prime Store 0511,Helsinki,Finland,60.189642,24.918135,"Helsinki Prime Store 0511 | Helsinki, Finland"
512,Dublin Mall Store 0512,Dublin,Ireland,53.39224,-6.213194,"Dublin Mall Store 0512 | Dublin, Ireland"
513,Athens Flagship Store 0513,Athens,Greece,38.028227,23.724921,"Athens Flagship Store 0513 | Athens, Greece"
514,Budapest Central Store 0514,Budapest,Hungary,47.534104,19.074655,"Budapest Central Store 0514 | Budapest, Hungary"
515,Bucharest Downtown Store 0515,Bucharest,Romania,44.40871,26.135392,"Bucharest Downtown Store 0515 | Bucharest, Romania"
516,Zagreb Metro Store 0516,Zagreb,Croatia,45.768701,15.991527,"Zagreb Metro Store 0516 | Zagreb, Croatia"
517,Belgrade Retail Hub Store 0517,Belgrade,Serbia,44.759601,20.410957,"Belgrade Retail Hub Store 0517 | Belgrade, Serbia"
518,Berlin Commercial Store 0518,Berlin,Germany,52.477695,13.424629,"Berlin Commercial Store 0518 | Berlin, Germany"
519,Munich Prime Store 0519,Munich,Germany,48.119087,11.604477,"Munich Prime Store 0519 | Munich, Germany"
520,Hamburg Mall Store 0520,Hamburg,Germany,53.507636,9.975229,"Hamburg Mall Store 0520 | Hamburg, Germany"
521,Frankfurt Flagship Store 0521,Frankfurt,Germany,50.114849,8.711172,"Frankfurt Flagship Store 0521 | Frankfurt, Germany"
522,Cologne Central Store 0522,Cologne,Germany,50.919375,6.972889,"Cologne Central Store 0522 | Cologne, Germany"
523,Paris Downtown Store 0523,Paris,France,48.895198,2.363786,"Paris Downtown Store 0523 | Paris, France"
524,Lyon Metro Store 0524,Lyon,France,45.737296,4.78814,"Lyon Metro Store 0524 | Lyon, France"
525,Marseille Retail Hub Store 0525,Marseille,France,43.33351,5.321927,"Marseille Retail Hub Store 0525 | Marseille, France"
526,Lille Commercial Store 0526,Lille,France,50.66667,3.060194,"Lille Commercial Store 0526 | Lille, France"
527,London Prime Store 0527,London,United Kingdom,51.551307,-0.097922,"London Prime Store 0527 | London, United Kingdom"
528,Manchester Mall Store 0528,Manchester,United Kingdom,53.530593,-2.257529,"Manchester Mall Store 0528 | Manchester, United Kingdom"
529,Birmingham Flagship Store 0529,Birmingham,United Kingdom,52.512919,-1.900207,"Birmingham Flagship Store 0529 | Birmingham, United Kingdom"
530,Liverpool Central Store 0530,Liverpool,United Kingdom,53.406388,-2.978849,"Liverpool Central Store 0530 | Liverpool, United Kingdom"
531,Rome Downtown Store 0531,Rome,Italy,41.940168,12.544808,"Rome Downtown Store 0531 | Rome, Italy"
532,Milan Metro Store 0532,Milan,Italy,45.491027,9.181777,"Milan Metro Store 0532 | Milan, Italy"
533,Naples Retail Hub Store 0533,Naples,Italy,40.843936,14.291858,"Naples Retail Hub Store 0533 | Naples, Italy"
534,Turin Commercial Store 0534,Turin,Italy,45.044178,7.647947,"Turin Commercial Store 0534 | Turin, Italy"
535,Madrid Prime Store 0535,Madrid,Spain,40.402262,-3.725076,"Madrid Prime Store 0535 | Madrid, Spain"
536,Barcelona Mall Store 0536,Barcelona,Spain,41.364731,2.146761,"Barcelona Mall Store 0536 | Barcelona, Spain"
537,Valencia Flagship Store 0537,Valencia,Spain,39.424109,-0.424513,"Valencia Flagship Store 0537 | Valencia, Spain"
538,Seville Central Store 0538,Seville,Spain,37.437872,-5.991723,"Seville Central Store 0538 | Seville, Spain"
539,Amsterdam Downtown Store 0539,Amsterdam,Netherlands,52.356033,4.922065,"Amsterdam Downtown Store 0539 | Amsterdam, Netherlands"
540,Rotterdam Metro Store 0540,Rotterdam,Netherlands,51.896225,4.522696,"Rotterdam Metro Store 0540 | Rotterdam, Netherlands"
541,The Hague Retail Hub Store 0541,The Hague,Netherlands,52.099135,4.259641,"The Hague Retail Hub Store 0541 | The Hague, Netherlands"
542,Brussels Commercial Store 0542,Brussels,Belgium,50.842058,4.389612,"Brussels Commercial Store 0542 | Brussels, Belgium"
543,Antwerp Prime Store 0543,Antwerp,Belgium,51.263873,4.39924,"Antwerp Prime Store 0543 | Antwerp, Belgium"
544,Zurich Mall Store 0544,Zurich,Switzerland,47.388241,8.508403,"Zurich Mall Store 0544 | Zurich, Switzerland"
545,Geneva Flagship Store 0545,Geneva,Switzerland,46.253517,6.116367,"Geneva Flagship Store 0545 | Geneva, Switzerland"
546,Vienna Central Store 0546,Vienna,Austria,48.252473,16.388765,"Vienna Central Store 0546 | Vienna, Austria"
547,Salzburg Downtown Store 0547,Salzburg,Austria,47.820274,13.056269,"Salzburg Downtown Store 0547 | Salzburg, Austria"
548,Warsaw Metro Store 0548,Warsaw,Poland,52.202767,20.979853,"Warsaw Metro Store 0548 | Warsaw, Poland"
549,Krakow Retail Hub Store 0549,Krakow,Poland,50.036749,19.913644,"Krakow Retail Hub Store 0549 | Krakow, Poland"
550,Wroclaw Commercial Store 0550,Wroclaw,Poland,51.135858,17.023513,"Wroclaw Commercial Store 0550 | Wroclaw, Poland"
551,Prague Prime Store 0551,Prague,Czech Republic,50.031284,14.48471,"Prague Prime Store 0551 | Prague, Czech Republic"
552,Lisbon Mall Store 0552,Lisbon,Portugal,38.760679,-9.096525,"Lisbon Mall Store 0552 | Lisbon, Portugal"
553,Porto Flagship Store 0553,Porto,Portugal,41.207391,-8.66171,"Porto Flagship Store 0553 | Porto, Portugal"
554,Stockholm Central Store 0554,Stockholm,Sweden,59.318924,18.094424,"Stockholm Central Store 0554 | Stockholm, Sweden"
555,Gothenburg Downtown Store 0555,Gothenburg,Sweden,57.728502,11.93999,"Gothenburg Downtown Store 0555 | Gothenburg, Sweden"
556,Oslo Metro Store 0556,Oslo,Norway,59.945483,10.724644,"Oslo Metro Store 0556 | Oslo, Norway"
557,Copenhagen Retail Hub Store 0557,Copenhagen,Denmark,55.648482,12.571997,"Copenhagen Retail Hub Store 0557 | Copenhagen, Denmark"
558,Helsinki Commercial Store 0558,Helsinki,Finland,60.179194,24.946409,"Helsinki Commercial Store 0558 | Helsinki, Finland"
559,Dublin Prime Store 0559,Dublin,Ireland,53.308949,-6.222554,"Dublin Prime Store 0559 | Dublin, Ireland"
560,Athens Mall Store 0560,Athens,Greece,37.96036,23.690451,"Athens Mall Store 0560 | Athens, Greece"
561,Budapest Flagship Store 0561,Budapest,Hungary,47.536775,19.085765,"Budapest Flagship Store 0561 | Budapest, Hungary"
562,Bucharest Central Store 0562,Bucharest,Romania,44.463013,26.133452,"Bucharest Central Store 0562 | Bucharest, Romania"
563,Zagreb Downtown Store 0563,Zagreb,Croatia,45.830524,15.986986,"Zagreb Downtown Store 0563 | Zagreb, Croatia"
564,Belgrade Metro Store 0564,Belgrade,Serbia,44.745299,20.439745,"Belgrade Metro Store 0564 | Belgrade, Serbia"
565,Berlin Retail Hub Store 0565,Berlin,Germany,52.507269,13.380975,"Berlin Retail Hub Store 0565 | Berlin, Germany"
566,Munich Commercial Store 0566,Munich,Germany,48.157442,11.581588,"Munich Commercial Store 0566 | Munich, Germany"
567,Hamburg Prime Store 0567,Hamburg,Germany,53.509205,9.965718,"Hamburg Prime Store 0567 | Hamburg, Germany"
568,Frankfurt Mall Store 0568,Frankfurt,Germany,50.129226,8.639713,"Frankfurt Mall Store 0568 | Frankfurt, Germany"
569,Cologne Flagship Store 0569,Cologne,Germany,50.972621,6.959815,"Cologne Flagship Store 0569 | Cologne, Germany"
570,Paris Central Store 0570,Paris,France,48.854659,2.361441,"Paris Central Store 0570 | Paris, France"
571,Lyon Downtown Store 0571,Lyon,France,45.796468,4.820481,"Lyon Downtown Store 0571 | Lyon, France"
572,Marseille Metro Store 0572,Marseille,France,43.314302,5.376373,"Marseille Metro Store 0572 | Marseille, France"
573,Lille Retail Hub Store 0573,Lille,France,50.605903,3.095163,"Lille Retail Hub Store 0573 | Lille, France"
574,London Commercial Store 0574,London,United Kingdom,51.537143,-0.111955,"London Commercial Store 0574 | London, United Kingdom"
575,Manchester Prime Store 0575,Manchester,United Kingdom,53.515858,-2.205871,"Manchester Prime Store 0575 | Manchester, United Kingdom"
576,Birmingham Mall Store 0576,Birmingham,United Kingdom,52.507036,-1.856699,"Birmingham Mall Store 0576 | Birmingham, United Kingdom"
577,Liverpool Flagship Store 0577,Liverpool,United Kingdom,53.428147,-2.973586,"Liverpool Flagship Store 0577 | Liverpool, United Kingdom"
578,Rome Central Store 0578,Rome,Italy,41.914661,12.521672,"Rome Central Store 0578 | Rome, Italy"
579,Milan Downtown Store 0579,Milan,Italy,45.430061,9.228087,"Milan Downtown Store 0579 | Milan, Italy"
580,Naples Metro Store 0580,Naples,Italy,40.888984,14.221025,"Naples Metro Store 0580 | Naples, Italy"
581,Turin Retail Hub Store 0581,Turin,Italy,45.102882,7.649787,"Turin Retail Hub Store 0581 | Turin, Italy"
582,Madrid Commercial Store 0582,Madrid,Spain,40.400312,-3.679449,"Madrid Commercial Store 0582 | Madrid, Spain"
583,Barcelona Prime Store 0583,Barcelona,Spain,41.351176,2.205197,"Barcelona Prime Store 0583 | Barcelona, Spain"
584,Valencia Mall Store 0584,Valencia,Spain,39.503113,-0.375553,"Valencia Mall Store 0584 | Valencia, Spain"
585,Seville Flagship Store 0585,Seville,Spain,37.339739,-6.005796,"Seville Flagship Store 0585 | Seville, Spain"
586,Amsterdam Central Store 0586,Amsterdam,Netherlands,52.379293,4.952219,"Amsterdam Central Store 0586 | Amsterdam, Netherlands"
587,Rotterdam Downtown Store 0587,Rotterdam,Netherlands,51.937581,4.45368,"Rotterdam Downtown Store 0587 | Rotterdam, Netherlands"
588,The Hague Metro Store 0588,The Hague,Netherlands,52.083901,4.304699,"The Hague Metro Store 0588 | The Hague, Netherlands"
589,Brussels Retail Hub Store 0589,Brussels,Belgium,50.878285,4.312398,"Brussels Retail Hub Store 0589 | Brussels, Belgium"
590,Antwerp Commercial Store 0590,Antwerp,Belgium,51.245503,4.406627,"Antwerp Commercial Store 0590 | Antwerp, Belgium"
591,Zurich Prime Store 0591,Zurich,Switzerland,47.423199,8.525887,"Zurich Prime Store 0591 | Zurich, Switzerland"
592,Geneva Mall Store 0592,Geneva,Switzerland,46.217662,6.186403,"Geneva Mall Store 0592 | Geneva, Switzerland"
593,Vienna Flagship Store 0593,Vienna,Austria,48.168451,16.417523,"Vienna Flagship Store 0593 | Vienna, Austria"
594,Salzburg Central Store 0594,Salzburg,Austria,47.828289,13.011784,"Salzburg Central Store 0594 | Salzburg, Austria"
595,Warsaw Downtown Store 0595,Warsaw,Poland,52.209796,21.033017,"Warsaw Downtown Store 0595 | Warsaw, Poland"
596,Krakow Metro Store 0596,Krakow,Poland,50.021435,19.953217,"Krakow Metro Store 0596 | Krakow, Poland"
597,Wroclaw Retail Hub Store 0597,Wroclaw,Poland,51.092488,17.050592,"Wroclaw Retail Hub Store 0597 | Wroclaw, Poland"
598,Prague Commercial Store 0598,Prague,Czech Republic,50.030074,14.474954,"Prague Commercial Store 0598 | Prague, Czech Republic"
599,Lisbon Prime Store 0599,Lisbon,Portugal,38.769649,-9.092412,"Lisbon Prime Store 0599 | Lisbon, Portugal"
600,Porto Mall Store 0600,Porto,Portugal,41.182865,-8.666091,"Porto Mall Store 0600 | Porto, Portugal"
601,Stockholm Flagship Store 0601,Stockholm,Sweden,59.355126,18.021059,"Stockholm Flagship Store 0601 | Stockholm, Sweden"
602,Gothenburg Central Store 0602,Gothenburg,Sweden,57.661112,11.956961,"Gothenburg Central Store 0602 | Gothenburg, Sweden"
603,Oslo Downtown Store 0603,Oslo,Norway,59.912764,10.779241,"Oslo Downtown Store 0603 | Oslo, Norway"
604,Copenhagen Metro Store 0604,Copenhagen,Denmark,55.69443,12.56289,"Copenhagen Metro Store 0604 | Copenhagen, Denmark"
605,Helsinki Retail Hub Store 0605,Helsinki,Finland,60.147263,24.988112,"Helsinki Retail Hub Store 0605 | Helsinki, Finland"
606,Dublin Commercial Store 0606,Dublin,Ireland,53.342418,-6.265161,"Dublin Commercial Store 0606 | Dublin, Ireland"
607,Athens Prime Store 0607,Athens,Greece,37.950162,23.756981,"Athens Prime Store 0607 | Athens, Greece"
608,Budapest Mall Store 0608,Budapest,Hungary,47.517268,19.012277,"Budapest Mall Store 0608 | Budapest, Hungary"
609,Bucharest Flagship Store 0609,Bucharest,Romania,44.385038,26.12055,"Bucharest Flagship Store 0609 | Bucharest, Romania"
610,Zagreb Central Store 0610,Zagreb,Croatia,45.830451,15.959226,"Zagreb Central Store 0610 | Zagreb, Croatia"
611,Belgrade Downtown Store 0611,Belgrade,Serbia,44.831686,20.414006,"Belgrade Downtown Store 0611 | Belgrade, Serbia"
612,Berlin Metro Store 0612,Berlin,Germany,52.513233,13.449362,"Berlin Metro Store 0612 | Berlin, Germany"
613,Munich Retail Hub Store 0613,Munich,Germany,48.127073,11.595853,"Munich Retail Hub Store 0613 | Munich, Germany"
614,Hamburg Commercial Store 0614,Hamburg,Germany,53.540859,9.971122,"Hamburg Commercial Store 0614 | Hamburg, Germany"
615,Frankfurt Prime Store 0615,Frankfurt,Germany,50.159298,8.673033,"Frankfurt Prime Store 0615 | Frankfurt, Germany"
616,Cologne Mall Store 0616,Cologne,Germany,50.97691,6.933295,"Cologne Mall Store 0616 | Cologne, Germany"
617,Paris Flagship Store 0617,Paris,France,48.82791,2.305313,"Paris Flagship Store 0617 | Paris, France"
618,Lyon Central Store 0618,Lyon,France,45.779167,4.822553,"Lyon Central Store 0618 | Lyon, France"
619,Marseille Downtown Store 0619,Marseille,France,43.332936,5.367121,"Marseille Downtown Store 0619 | Marseille, France"
620,Lille Metro Store 0620,Lille,France,50.676019,3.025853,"Lille Metro Store 0620 | Lille, France"
621,London Retail Hub Store 0621,London,United Kingdom,51.544262,-0.10014,"London Retail Hub Store 0621 | London, United Kingdom"
622,Manchester Commercial Store 0622,Manchester,United Kingdom,53.507892,-2.208122,"Manchester Commercial Store 0622 | Manchester, United Kingdom"
623,Birmingham Prime Store 0623,Birmingham,United Kingdom,52.512302,-1.877778,"Birmingham Prime Store 0623 | Birmingham, United Kingdom"
624,Liverpool Mall Store 0624,Liverpool,United Kingdom,53.371524,-3.038347,"Liverpool Mall Store 0624 | Liverpool, United Kingdom"
625,Rome Flagship Store 0625,Rome,Italy,41.944885,12.508065,"Rome Flagship Store 0625 | Rome, Italy"
626,Milan Central Store 0626,Milan,Italy,45.493854,9.188152,"Milan Central Store 0626 | Milan, Italy"
627,Naples Downtown Store 0627,Naples,Italy,40.813531,14.230619,"Naples Downtown Store 0627 | Naples, Italy"
628,Turin Metro Store 0628,Turin,Italy,45.088857,7.679931,"Turin Metro Store 0628 | Turin, Italy"
629,Madrid Retail Hub Store 0629,Madrid,Spain,40.386852,-3.704641,"Madrid Retail Hub Store 0629 | Madrid, Spain"
630,Barcelona Commercial Store 0630,Barcelona,Spain,41.341521,2.181597,"Barcelona Commercial Store 0630 | Barcelona, Spain"
631,Valencia Prime Store 0631,Valencia,Spain,39.446799,-0.346544,"Valencia Prime Store 0631 | Valencia, Spain"
632,Seville Mall Store 0632,Seville,Spain,37.370136,-5.988978,"Seville Mall Store 0632 | Seville, Spain"
633,Amsterdam Flagship Store 0633,Amsterdam,Netherlands,52.318762,4.861345,"Amsterdam Flagship Store 0633 | Amsterdam, Netherlands"
634,Rotterdam Central Store 0634,Rotterdam,Netherlands,51.913649,4.475694,"Rotterdam Central Store 0634 | Rotterdam, Netherlands"
635,The Hague Downtown Store 0635,The Hague,Netherlands,52.080502,4.279866,"The Hague Downtown Store 0635 | The Hague, Netherlands"
636,Brussels Metro Store 0636,Brussels,Belgium,50.869798,4.387712,"Brussels Metro Store 0636 | Brussels, Belgium"
637,Antwerp Retail Hub Store 0637,Antwerp,Belgium,51.247385,4.356462,"Antwerp Retail Hub Store 0637 | Antwerp, Belgium"
638,Zurich Commercial Store 0638,Zurich,Switzerland,47.374951,8.502193,"Zurich Commercial Store 0638 | Zurich, Switzerland"
639,Geneva Prime Store 0639,Geneva,Switzerland,46.178605,6.191866,"Geneva Prime Store 0639 | Geneva, Switzerland"
640,Vienna Mall Store 0640,Vienna,Austria,48.17245,16.373689,"Vienna Mall Store 0640 | Vienna, Austria"
641,Salzburg Flagship Store 0641,Salzburg,Austria,47.821316,13.075246,"Salzburg Flagship Store 0641 | Salzburg, Austria"
642,Warsaw Central Store 0642,Warsaw,Poland,52.235665,20.963177,"Warsaw Central Store 0642 | Warsaw, Poland"
643,Krakow Downtown Store 0643,Krakow,Poland,50.047346,19.946771,"Krakow Downtown Store 0643 | Krakow, Poland"
644,Wroclaw Metro Store 0644,Wroclaw,Poland,51.066687,17.023563,"Wroclaw Metro Store 0644 | Wroclaw, Poland"
645,Prague Retail Hub Store 0645,Prague,Czech Republic,50.02882,14.395658,"Prague Retail Hub Store 0645 | Prague, Czech Republic"
646,Lisbon Commercial Store 0646,Lisbon,Portugal,38.711992,-9.176028,"Lisbon Commercial Store 0646 | Lisbon, Portugal"
647,Porto Prime Store 0647,Porto,Portugal,41.164654,-8.610154,"Porto Prime Store 0647 | Porto, Portugal"
648,Stockholm Mall Store 0648,Stockholm,Sweden,59.359359,18.038615,"Stockholm Mall Store 0648 | Stockholm, Sweden"
649,Gothenburg Flagship Store 0649,Gothenburg,Sweden,57.675648,11.935057,"Gothenburg Flagship Store 0649 | Gothenburg, Sweden"
650,Oslo Central Store 0650,Oslo,Norway,59.927543,10.772848,"Oslo Central Store 0650 | Oslo, Norway"
651,Copenhagen Downtown Store 0651,Copenhagen,Denmark,55.629259,12.611921,"Copenhagen Downtown Store 0651 | Copenhagen, Denmark"
652,Helsinki Metro Store 0652,Helsinki,Finland,60.125097,24.94253,"Helsinki Metro Store 0652 | Helsinki, Finland"
653,Dublin Retail Hub Store 0653,Dublin,Ireland,53.370706,-6.223203,"Dublin Retail Hub Store 0653 | Dublin, Ireland"
654,Athens Commercial Store 0654,Athens,Greece,38.005209,23.757673,"Athens Commercial Store 0654 | Athens, Greece"
655,Budapest Prime Store 0655,Budapest,Hungary,47.481845,19.071683,"Budapest Prime Store 0655 | Budapest, Hungary"
656,Bucharest Mall Store 0656,Bucharest,Romania,44.384811,26.141982,"Bucharest Mall Store 0656 | Bucharest, Romania"
657,Zagreb Flagship Store 0657,Zagreb,Croatia,45.819759,16.01363,"Zagreb Flagship Store 0657 | Zagreb, Croatia"
658,Belgrade Central Store 0658,Belgrade,Serbia,44.781832,20.463258,"Belgrade Central Store 0658 | Belgrade, Serbia"
659,Berlin Downtown Store 0659,Berlin,Germany,52.52264,13.428159,"Berlin Downtown Store 0659 | Berlin, Germany"
660,Munich Metro Store 0660,Munich,Germany,48.093263,11.538035,"Munich Metro Store 0660 | Munich, Germany"
661,Hamburg Retail Hub Store 0661,Hamburg,Germany,53.52581,9.959654,"Hamburg Retail Hub Store 0661 | Hamburg, Germany"
662,Frankfurt Commercial Store 0662,Frankfurt,Germany,50.148078,8.654021,"Frankfurt Commercial Store 0662 | Frankfurt, Germany"
663,Cologne Prime Store 0663,Cologne,Germany,50.985087,6.94399,"Cologne Prime Store 0663 | Cologne, Germany"
664,Paris Mall Store 0664,Paris,France,48.824812,2.38117,"Paris Mall Store 0664 | Paris, France"
665,Lyon Flagship Store 0665,Lyon,France,45.779871,4.83552,"Lyon Flagship Store 0665 | Lyon, France"
666,Marseille Central Store 0666,Marseille,France,43.302036,5.39172,"Marseille Central Store 0666 | Marseille, France"
667,Lille Downtown Store 0667,Lille,France,50.602045,3.106933,"Lille Downtown Store 0667 | Lille, France"
668,London Metro Store 0668,London,United Kingdom,51.554879,-0.112767,"London Metro Store 0668 | London, United Kingdom"
669,Manchester Retail Hub Store 0669,Manchester,United Kingdom,53.450754,-2.224577,"Manchester Retail Hub Store 0669 | Manchester, United Kingdom"
